,City,Cloudiness,County,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
388,anadyr,100,RU,1586898276,85,64.75,177.48,10.4,11.18
389,belen,0,TR,1586898276,42,36.49,36.22,64.99,6.93
390,jaisinghnagar,57,IN,1586898276,28,23.7,81.38,80.47,1.32
391,dezful,64,IR,1586898015,27,32.38,48.41,69.71,2.15
392,malbug,11,PH,1586898277,80,9.73,123.34,76.96,5.37
393,olga,29,RU,1586898277,85,43.74,135.29,35.62,9.04
394,dubbo,56,AU,1586898277,93,-32.25,148.62,48.2,10.29
395,bukachacha,100,RU,1586898277,70,52.98,116.92,31.69,5.53
396,klyuchevskiy,0,RU,1586898277,81,53.53,119.45,26.85,4.12
397,oussouye,92,SN,1586898278,55,12.48,-16.55,74.7,10.11
398,north myrtle beach,0,FR,1586898278,60,50.33,3.67,44.6,4.7
399,yongchang,77,CN,1586898278,70,30.04,119.73,59.0,3.42
400,jurbarkas,52,LT,1586898278,85,55.08,22.77,33.94,10.16
401,pionerskiy,32,RU,1586898279,80,54.95,20.23,33.8,8.95
402,baghdad,84,IQ,1586898124,39,33.34,44.4,64.4,5.82
403,manokwari,94,ID,1586898279,74,-0.87,134.08,79.72,4.27
404,tamandare,100,BR,1586898279,69,-8.76,-35.1,81.18,8.01
405,seoul,1,KR,1586898193,65,37.57,126.98,42.8,1.23
406,matehuala,100,MX,1586898280,7,23.65,-100.65,87.13,14.38
407,altamira,100,BR,1586897994,94,-3.2,-52.21,75.2,3.36
408,chkalovskoye,0,RU,1586898282,76,44.84,133.04,36.07,6.22
409,dudinka,27,RU,1586898282,77,69.41,86.18,-0.4,17.9
410,langham,20,CA,1586898283,89,52.37,-106.97,32.0,8.05
411,bara,7,NG,1586898283,10,10.37,10.73,89.71,7.78
412,illapel,0,CL,1586898283,31,-31.63,-71.17,72.68,6.42
413,graaff-reinet,43,ZA,1586898284,85,-32.25,24.53,53.01,1.99
414,avrille,0,FR,1586898284,46,47.5,-0.58,51.01,9.17
415,kenai,90,US,1586898284,65,60.55,-151.26,42.8,5.82
416,chitral,100,PK,1586898284,35,35.85,71.79,53.15,4.59
417,clyde river,75,US,1586898284,35,41.3,-82.98,44.6,19.46
418,harper,100,LR,1586898286,78,4.38,-7.72,81.95,4.59
419,gainesville,40,US,1586898182,94,29.65,-82.32,87.8,3.36
420,kinsale,20,IE,1586898115,86,51.71,-8.53,42.01,5.82
421,chokurdakh,1,RU,1586898287,90,70.63,147.92,-12.05,4.99
422,acapulco,40,MX,1586898159,74,16.86,-99.89,82.4,10.29
423,havre-saint-pierre,1,CA,1586898288,55,50.23,-63.6,39.2,31.09
424,tilichiki,100,RU,1586898288,96,60.47,166.1,15.21,8.48
425,brezice,11,SI,1586898115,100,45.9,15.59,36.0,1.12
426,tanah merah,54,YE,1586898289,42,14.12,44.23,65.95,1.03
427,najran,40,SA,1586898289,60,17.49,44.13,73.4,1.32
428,coahuayana,40,MX,1586898290,29,18.73,-103.68,87.8,7.29
429,umba,100,RU,1586898290,97,66.69,34.34,33.76,13.24
430,komsomolskiy,100,UZ,1586898290,87,40.43,71.72,55.4,4.7
431,stafa,0,CH,1586898290,41,47.24,8.72,42.8,4.7
432,durgapur,13,IN,1586898291,74,23.48,87.32,77.63,6.33
433,nadym,100,RU,1586898291,96,65.53,72.52,33.53,10.76
434,srednekolymsk,4,RU,1586898291,89,67.45,153.68,-5.64,0.85
435,salalah,20,OM,1586898009,69,17.02,54.09,82.4,4.7
436,mwene-ditu,94,CD,1586898292,71,-7.0,23.45,69.46,2.37
437,port-gentil,100,GA,1586898292,82,-0.72,8.78,82.08,7.23
438,shenjiamen,100,CN,1586898292,87,29.96,122.3,55.4,11.9
439,zunyi,0,CN,1586898293,65,27.69,106.91,53.82,2.06
440,port keats,84,CD,1586898167,61,-7.03,29.76,72.25,2.17
441,bereda,97,ES,1586898294,93,43.27,-7.54,57.2,1.95
442,ostrowiec swietokrzyski,0,PL,1586898294,63,54.28,16.67,45.0,12.8
443,bathsheba,40,BB,1586898064,66,13.22,-59.52,84.2,17.22
444,ghanzi,93,BW,1586898296,29,-21.57,21.78,73.92,11.39
445,margate,1,GB,1586898245,66,51.38,1.39,44.01,3.36
446,esqueda,10,MX,1586898297,15,30.72,-109.58,70.29,2.13
447,tacoronte,40,ES,1586898297,93,28.48,-16.41,69.01,9.17
448,urengoy,99,RU,1586898297,97,65.97,78.37,21.09,8.25
449,papagaios,47,BR,1586898064,71,-19.45,-44.75,69.6,1.83
450,hinton,100,CA,1586898090,62,53.4,-117.59,40.91,5.14
451,mozarlandia,21,BR,1586898298,73,-14.74,-50.57,80.42,3.96
452,angoche,0,MZ,1586898299,85,-16.23,39.91,78.03,4.76
453,turiacu,100,BR,1586898299,96,-1.66,-45.37,74.1,1.45
454,mayo,75,US,1586898299,54,38.89,-76.51,59.0,9.17
455,kikwit,10,CD,1586898299,73,-5.04,18.82,76.15,1.39
456,adre,14,TD,1586898300,12,13.47,22.2,75.58,14.63
457,ler,68,SS,1586898300,15,8.3,30.14,85.35,3.09
458,bataipora,15,BR,1586898300,70,-22.3,-53.27,72.97,5.26
459,martaban,66,MM,1586898300,75,16.53,97.61,77.61,1.34
460,sumter,40,US,1586898300,58,28.71,-82.08,93.99,6.93
461,fukue,100,JP,1586898301,55,32.69,128.84,60.19,9.06
462,porto santo,92,PT,1586898301,82,41.15,-8.61,64.0,2.51
463,matay,0,EG,1586898302,34,28.42,30.78,67.42,12.24
464,manaure,29,CO,1586898302,62,11.78,-72.44,87.8,18.34
465,port hardy,84,CD,1586898276,61,-7.03,29.76,72.25,2.17
466,luganville,75,VU,1586898302,83,-15.53,167.17,80.6,3.36
467,pakokku,0,MM,1586898303,38,21.33,95.1,81.68,6.76
468,neuquen,36,AR,1586898304,19,-38.95,-68.06,75.2,4.7
469,abbeville,0,FR,1586898304,70,50.1,1.83,43.0,5.82
470,yatou,93,CN,1586898304,85,37.15,122.38,48.11,5.82
471,marsa matruh,40,MT,1586898305,93,35.88,14.5,61.0,16.11
472,khadyzhensk,100,RU,1586898305,42,44.43,39.53,51.64,7.02
473,cabedelo,20,BR,1586898305,70,-6.98,-34.83,84.2,12.75
474,bandarbeyla,20,SO,1586898305,74,9.49,50.81,82.38,8.86
475,marsh harbour,63,GB,1586898305,65,53.65,-1.81,48.99,2.24
476,chivilcoy,0,AR,1586898305,50,-34.9,-60.02,66.0,10.0
477,santa maria,61,PH,1586898277,82,17.49,120.43,75.16,1.68
478,laval,75,CA,1586898091,42,45.57,-73.69,46.0,19.46
479,galle,38,LK,1586898306,82,6.04,80.22,79.92,6.08
480,sagone,2,FR,1586898306,87,42.12,8.7,59.0,4.7
481,coos bay,1,US,1586898307,62,43.17,-124.0,68.0,18.34
482,veseloyarsk,0,RU,1586898307,61,51.28,81.11,46.17,7.54
483,jalu,0,LY,1586898307,18,29.03,21.55,76.91,13.02
484,moron,0,AR,1586898054,48,-34.65,-58.62,66.99,11.41
485,minden,82,DE,1586898308,65,52.28,8.92,41.0,4.25
486,udachnyy,0,RU,1586898308,66,66.42,112.4,12.2,11.18
487,flin flon,0,FR,1586898308,48,48.5,6.66,44.6,11.41
488,acari,23,PE,1586898308,57,-15.43,-74.62,75.72,7.67
489,jadu,100,LY,1586898309,21,31.95,12.03,78.89,10.94
490,puerto madryn,48,ES,1586898309,63,36.59,-6.23,64.4,11.41
491,sarkand,100,KZ,1586898309,51,45.41,79.92,51.33,3.91
492,llanes,14,ES,1586898309,93,43.42,-4.75,59.0,12.57
493,mitu,97,CO,1586898309,46,1.2,-70.17,90.46,2.8
494,camopi,100,GF,1586898069,85,3.17,-52.32,76.57,2.48
495,dingle,5,PH,1586898310,85,11.0,122.67,77.4,5.46
496,volchansk,100,RU,1586898310,91,59.94,60.08,36.09,6.13
497,tautira,17,PF,1586898310,70,-17.73,-149.15,87.8,5.82
498,chadiza,4,ZM,1586898310,62,-14.07,32.44,66.79,2.71
499,fort saint john,68,NL,1586898310,69,52.65,6.39,43.0,2.24
500,san andres,59,ML,1586898310,20,13.3,-4.9,97.05,4.47
501,beira,20,MZ,1586898311,88,-19.84,34.84,78.8,5.82
502,batagay-alyta,69,RU,1586898311,86,67.8,130.41,10.09,3.13
503,mosalsk,100,RU,1586898311,69,54.49,34.98,37.35,6.06
504,banjar,20,ID,1586898311,94,-8.19,114.97,78.8,3.36
505,kropotkin,100,RU,1586898311,47,45.44,40.58,49.71,4.88
506,khromtau,63,KZ,1586898312,65,50.25,58.43,36.63,10.96
507,husavik,75,IS,1586898313,44,66.04,-17.34,41.0,25.28
508,saint-marc,46,HT,1586898313,58,19.11,-72.69,85.44,8.16
509,crab hill,1,US,1586898313,44,37.27,-76.49,62.6,6.93
510,majene,100,ID,1586898313,78,-3.54,118.97,77.54,2.13
511,gorontalo,89,ID,1586898244,89,0.54,123.06,75.88,2.68
512,jamsa,75,FI,1586898314,92,61.86,25.19,33.01,4.7
513,stornoway,100,GB,1586898314,75,58.21,-6.39,46.4,8.05
514,san lawrenz,59,ML,1586898159,20,13.3,-4.9,97.05,4.47
515,sorong,84,ID,1586898315,87,-0.88,131.25,77.14,3.18
516,hastings,0,GB,1586898315,86,50.86,0.57,44.01,9.17
517,gayny,79,RU,1586898315,97,60.31,54.32,30.31,0.94
518,sioux lookout,90,US,1586898316,74,42.73,-96.23,37.99,10.29
519,caxito,40,AO,1586898316,78,-8.58,13.66,82.4,11.41
520,poum,100,NC,1586898316,79,-20.23,164.02,78.48,13.27
521,khandyga,100,RU,1586898317,93,62.67,135.6,18.03,4.05
522,atambua,45,ID,1586898317,80,-9.11,124.89,73.78,3.89
523,marienburg,16,PL,1586898317,59,54.04,19.03,41.0,11.41
524,fort-shevchenko,0,KZ,1586898318,80,44.51,50.26,49.26,24.02
525,zyryanka,51,RU,1586898319,91,65.75,150.85,-1.84,3.58
526,maldonado,90,UY,1586898320,93,-34.67,-54.92,62.01,38.03
527,chabahar,0,IR,1586898183,57,25.29,60.64,80.96,7.36
528,caravelas,15,BR,1586898320,85,-17.71,-39.25,77.61,5.7
529,askiz,68,RU,1586898321,69,53.13,90.53,43.48,3.87
530,ayan,2,RU,1586898321,91,56.45,138.17,28.0,8.32
531,cassilandia,100,BR,1586898043,71,-19.11,-51.73,76.12,2.77
532,mubende,99,UG,1586898322,68,0.56,31.39,62.46,0.67
533,oliver,90,CA,1586898322,39,49.18,-119.55,55.4,4.7
534,matamoros,40,MX,1586898215,6,25.53,-103.25,86.0,2.53
535,kashi,95,CN,1586898325,18,39.45,75.98,62.6,17.9
536,banda aceh,100,IN,1586898325,24,25.48,80.33,89.69,3.89
537,valdobbiadene,5,IT,1586898325,66,45.9,11.99,52.0,4.7
538,celestun,0,MX,1586898326,66,20.87,-90.4,86.16,12.86
539,phek,7,IN,1586898326,44,25.67,94.5,58.06,1.72
540,luebo,2,CD,1586898326,71,-5.35,21.42,75.07,1.61
541,nago,90,JP,1586898327,87,26.59,127.98,64.4,3.36
542,mackay,75,AU,1586898327,88,-21.15,149.2,71.6,11.41
543,zeya,0,RU,1586898328,89,53.75,127.27,30.18,4.18
544,nigran,35,ES,1586898328,93,42.14,-8.81,62.01,6.93
545,artesia,1,US,1586898328,49,33.87,-118.08,80.6,12.75
546,raudeberg,75,NO,1586898328,100,61.99,5.14,44.6,16.11
547,camacupa,100,AO,1586898328,63,-12.02,17.48,63.91,1.92
548,tokur,0,RU,1586898328,92,53.13,132.9,22.69,0.47
549,rocha,100,UY,1586898329,90,-34.48,-54.33,57.45,24.07
550,ancud,100,CL,1586898329,93,-41.87,-73.82,51.8,5.82
551,lieksa,94,FI,1586898329,97,63.32,30.02,30.09,3.94
